registered,registered_times,mobile_platform,user_index,company_id,channel_id,verified,carrier,bank_card,certifications,bid_apply_times,bid_apply,loan,loan_times,reject,reject_times,repayment,repayment_times,overdue,overdue_times,overdue_repayment,overdue_within_3_days_repayment,overdue_within_3_days_repayment_times,overdue_4_to_7_days_repayment,overdue_4_to_7_days_repayment_times,overdue_8_to_30_days_repayment,overdue_8_to_30_days_repayment_times
1,2019-04-29 13:37:35,0,151,200,0,1,1,1,"['0', '1', '3']",2019-04-29 13:39:52,1.0,0.0,2019-04-29 14:29:52,1.0,2019-04-29 13:40:04,0.0,2019-04-29 17:29:53,0.0,2019-05-06 14:29:52,0.0,0.0,2019-05-08 14:29:52,0.0,2019-05-13 14:29:52,0.0,2019-06-04 14:29:52
1,2019-04-29 10:21:11,0,152,200,0,1,1,1,"['0', '1', '3']",2019-04-29 10:27:33,1.0,1.0,2019-04-29 11:06:33,0.0,2019-04-29 10:29:20,1.0,2019-04-30 13:07:00,0.0,2019-05-06 11:06:33,0.0,0.0,2019-05-07 11:06:33,0.0,2019-05-11 11:06:33,0.0,2019-05-24 11:06:33
1,2019-04-29 11:12:54,0,153,200,0,1,1,1,"['0', '1', '3']",2019-04-29 11:21:57,1.0,1.0,2019-04-29 11:48:57,0.0,2019-04-29 11:22:29,0.0,2019-04-29 11:49:20,1.0,2019-05-06 11:48:57,1.0,0.0,2019-05-06 11:48:57,0.0,2019-05-12 11:48:57,0.0,2019-05-16 11:48:57
1,2019-04-29 14:53:47,0,154,200,0,1,1,1,"['0', '1', '3']",2019-04-29 15:02:15,1.0,0.0,2019-04-29 15:59:15,1.0,2019-04-29 15:03:07,0.0,2019-05-02 17:59:31,0.0,2019-05-06 15:59:15,0.0,0.0,2019-05-08 15:59:15,0.0,2019-05-11 15:59:15,0.0,2019-05-22 15:59:15
1,2019-04-29 11:23:21,0,155,200,0,1,1,1,"['0', '1', '3']",2019-04-29 11:29:49,1.0,1.0,2019-04-29 11:30:49,0.0,2019-04-29 11:29:52,0.0,2019-04-29 15:31:03,1.0,2019-05-06 11:30:49,1.0,0.0,2019-05-06 11:30:49,0.0,2019-05-11 11:30:49,0.0,2019-05-17 11:30:49
1,2019-04-29 10:04:49,0,156,200,0,1,1,1,"['0', '1', '3']",2019-04-29 10:13:51,1.0,1.0,2019-04-29 11:10:51,0.0,2019-04-29 10:15:19,0.0,2019-04-30 11:10:59,1.0,2019-05-06 11:10:51,1.0,0.0,2019-05-08 11:10:51,0.0,2019-05-13 11:10:51,0.0,2019-05-26 11:10:51
1,2019-04-29 13:50:31,0,157,200,0,1,1,1,"['0', '1', '3']",2019-04-29 13:57:54,1.0,0.0,2019-04-29 14:04:54,0.0,2019-04-29 13:59:29,0.0,2019-04-29 14:05:02,0.0,2019-05-06 14:04:54,0.0,0.0,2019-05-06 14:04:54,0.0,2019-05-12 14:04:54,0.0,2019-05-23 14:04:54
1,2019-04-29 09:20:33,0,158,200,0,1,1,1,"['0', '1', '3']",2019-04-29 09:20:41,1.0,1.0,2019-04-29 09:46:41,0.0,2019-04-29 09:22:01,0.0,2019-05-02 09:46:51,1.0,2019-05-06 09:46:41,1.0,0.0,2019-05-08 09:46:41,1.0,2019-05-10 09:46:41,0.0,2019-05-21 09:46:41
1,2019-04-29 14:30:59,0,159,200,0,1,1,1,"['0', '1', '3']",2019-04-29 14:31:20,1.0,0.0,2019-04-29 15:03:20,1.0,2019-04-29 14:32:04,0.0,2019-05-04 17:03:22,0.0,2019-05-06 15:03:20,0.0,0.0,2019-05-07 15:03:20,0.0,2019-05-13 15:03:20,0.0,2019-05-16 15:03:20
1,2019-04-29 14:49:25,0,160,200,0,1,1,1,"['0', '1', '3']",2019-04-29 14:58:49,1.0,0.0,2019-04-29 15:22:49,1.0,2019-04-29 14:59:51,0.0,2019-05-03 15:23:13,0.0,2019-05-06 15:22:49,0.0,0.0,2019-05-06 15:22:49,0.0,2019-05-12 15:22:49,0.0,2019-06-05 15:22:49
1,2019-04-29 10:37:21,0,161,200,0,1,1,1,"['0', '1', '3']",2019-04-29 10:45:41,1.0,0.0,2019-04-29 11:10:41,1.0,2019-04-29 10:46:09,0.0,2019-05-01 15:11:05,0.0,2019-05-06 11:10:41,0.0,0.0,2019-05-07 11:10:41,0.0,2019-05-10 11:10:41,0.0,2019-05-28 11:10:41
1,2019-04-29 13:35:48,0,162,200,0,1,1,1,"['0', '1', '3']",2019-04-29 13:35:52,1.0,0.0,2019-04-29 13:59:52,1.0,2019-04-29 13:37:22,0.0,2019-05-02 17:59:55,0.0,2019-05-06 13:59:52,0.0,0.0,2019-05-06 13:59:52,0.0,2019-05-13 13:59:52,0.0,2019-05-31 13:59:52
1,2019-04-29 09:07:20,0,163,200,0,1,1,1,"['0', '1', '3']",2019-04-29 09:16:37,1.0,1.0,2019-04-29 09:53:37,0.0,2019-04-29 09:17:47,1.0,2019-04-30 12:53:49,0.0,2019-05-06 09:53:37,0.0,0.0,2019-05-07 09:53:37,0.0,2019-05-10 09:53:37,0.0,2019-05-29 09:53:37
1,2019-04-29 09:31:05,0,164,200,0,1,1,1,"['0', '1', '3']",2019-04-29 09:37:29,1.0,0.0,2019-04-29 09:47:29,1.0,2019-04-29 09:38:45,0.0,2019-05-05 10:47:50,0.0,2019-05-06 09:47:29,0.0,0.0,2019-05-07 09:47:29,0.0,2019-05-10 09:47:29,0.0,2019-06-02 09:47:29
1,2019-04-29 11:57:20,0,165,200,0,1,1,1,"['0', '1', '3']",2019-04-29 12:05:46,1.0,0.0,2019-04-29 12:20:46,1.0,2019-04-29 12:07:04,0.0,2019-04-29 12:20:47,0.0,2019-05-06 12:20:46,0.0,0.0,2019-05-08 12:20:46,0.0,2019-05-13 12:20:46,0.0,2019-05-30 12:20:46
1,2019-04-29 10:50:04,0,166,200,0,1,1,1,"['0', '1', '3']",2019-04-29 10:58:25,1.0,0.0,2019-04-29 11:15:25,0.0,2019-04-29 10:59:05,0.0,2019-05-05 13:15:54,0.0,2019-05-06 11:15:25,0.0,0.0,2019-05-07 11:15:25,0.0,2019-05-11 11:15:25,0.0,2019-05-19 11:15:25
1,2019-04-29 12:33:56,0,167,200,0,1,1,1,"['0', '1', '3']",2019-04-29 12:43:20,1.0,0.0,2019-04-29 12:47:20,1.0,2019-04-29 12:44:27,0.0,2019-05-03 16:47:47,0.0,2019-05-06 12:47:20,0.0,0.0,2019-05-08 12:47:20,0.0,2019-05-13 12:47:20,0.0,2019-05-28 12:47:20
1,2019-04-29 13:06:15,0,168,200,0,1,1,1,"['0', '1', '3']",2019-04-29 13:06:26,1.0,0.0,2019-04-29 13:59:26,1.0,2019-04-29 13:07:26,0.0,2019-04-29 17:59:45,0.0,2019-05-06 13:59:26,0.0,0.0,2019-05-07 13:59:26,0.0,2019-05-12 13:59:26,0.0,2019-05-26 13:59:26
1,2019-04-29 11:20:49,0,169,200,0,1,1,1,"['0', '1', '3']",2019-04-29 11:22:49,1.0,0.0,2019-04-29 11:30:49,0.0,2019-04-29 11:24:01,0.0,2019-05-04 11:31:18,0.0,2019-05-06 11:30:49,0.0,0.0,2019-05-07 11:30:49,0.0,2019-05-11 11:30:49,0.0,2019-05-16 11:30:49
1,2019-04-29 13:31:31,0,170,200,0,1,1,1,"['0', '1', '3']",2019-04-29 13:40:51,1.0,1.0,2019-04-29 14:10:51,0.0,2019-04-29 13:41:29,1.0,2019-04-29 15:11:18,0.0,2019-05-06 14:10:51,0.0,0.0,2019-05-08 14:10:51,0.0,2019-05-13 14:10:51,0.0,2019-05-25 14:10:51
1,2019-04-29 10:34:17,0,171,200,0,1,1,1,"['0', '1', '3']",2019-04-29 10:42:23,1.0,0.0,2019-04-29 11:04:23,0.0,2019-04-29 10:44:21,0.0,2019-05-02 14:04:43,0.0,2019-05-06 11:04:23,0.0,0.0,2019-05-08 11:04:23,0.0,2019-05-11 11:04:23,0.0,2019-05-31 11:04:23
1,2019-04-29 10:44:18,0,172,200,0,1,1,1,"['0', '1', '3']",2019-04-29 10:52:31,1.0,1.0,2019-04-29 10:56:31,0.0,2019-04-29 10:52:46,1.0,2019-04-30 13:56:54,0.0,2019-05-06 10:56:31,0.0,0.0,2019-05-06 10:56:31,0.0,2019-05-13 10:56:31,0.0,2019-05-15 10:56:31
1,2019-04-29 12:22:23,0,173,200,0,1,1,1,"['0', '1', '3']",2019-04-29 12:31:28,1.0,0.0,2019-04-29 13:05:28,1.0,2019-04-29 12:32:39,0.0,2019-05-02 15:05:47,0.0,2019-05-06 13:05:28,0.0,0.0,2019-05-07 13:05:28,0.0,2019-05-12 13:05:28,0.0,2019-06-03 13:05:28
1,2019-04-29 11:39:55,0,174,200,0,1,1,1,"['0', '1', '3']",2019-04-29 11:49:23,1.0,1.0,2019-04-29 12:31:23,0.0,2019-04-29 11:50:21,1.0,2019-05-01 15:31:30,0.0,2019-05-06 12:31:23,0.0,0.0,2019-05-06 12:31:23,0.0,2019-05-13 12:31:23,0.0,2019-06-01 12:31:23
1,2019-04-29 09:22:03,0,175,200,0,1,1,1,"['0', '1', '3']",2019-04-29 09:30:10,1.0,0.0,2019-04-29 09:32:10,0.0,2019-04-29 09:31:02,0.0,2019-05-01 12:32:34,0.0,2019-05-06 09:32:10,0.0,0.0,2019-05-07 09:32:10,0.0,2019-05-12 09:32:10,0.0,2019-05-21 09:32:10
1,2019-04-29 12:04:35,0,176,200,0,1,1,1,"['0', '1', '3']",2019-04-29 12:06:45,1.0,0.0,2019-04-29 12:13:45,1.0,2019-04-29 12:06:52,0.0,2019-05-04 15:14:14,0.0,2019-05-06 12:13:45,0.0,0.0,2019-05-06 12:13:45,0.0,2019-05-11 12:13:45,0.0,2019-05-16 12:13:45
1,2019-04-29 08:47:16,0,177,200,0,1,1,1,"['0', '1', '3']",2019-04-29 08:53:37,1.0,1.0,2019-04-29 09:28:37,0.0,2019-04-29 08:54:59,0.0,2019-04-30 09:28:43,1.0,2019-05-06 09:28:37,1.0,1.0,2019-05-08 09:28:37,0.0,2019-05-11 09:28:37,0.0,2019-05-31 09:28:37
1,2019-04-29 14:38:16,0,178,200,0,1,1,1,"['0', '1', '3']",2019-04-29 14:44:24,1.0,0.0,2019-04-29 14:53:24,1.0,2019-04-29 14:46:15,0.0,2019-05-03 16:53:47,0.0,2019-05-06 14:53:24,0.0,0.0,2019-05-07 14:53:24,0.0,2019-05-12 14:53:24,0.0,2019-05-18 14:53:24
1,2019-04-29 12:16:03,0,179,200,0,1,1,1,"['0', '1', '3']",2019-04-29 12:19:13,1.0,0.0,2019-04-29 13:12:13,1.0,2019-04-29 12:20:58,0.0,2019-04-29 14:12:14,0.0,2019-05-06 13:12:13,0.0,0.0,2019-05-06 13:12:13,0.0,2019-05-10 13:12:13,0.0,2019-05-27 13:12:13
1,2019-04-29 11:19:57,0,180,200,0,1,1,1,"['0', '1', '3']",2019-04-29 11:20:22,1.0,0.0,2019-04-29 11:46:22,1.0,2019-04-29 11:21:20,0.0,2019-05-04 12:46:38,0.0,2019-05-06 11:46:22,0.0,0.0,2019-05-07 11:46:22,0.0,2019-05-12 11:46:22,0.0,2019-05-17 11:46:22
1,2019-04-29 09:45:12,0,181,200,0,1,1,1,"['0', '1', '3']",2019-04-29 09:51:19,1.0,0.0,2019-04-29 10:03:19,1.0,2019-04-29 09:51:51,0.0,2019-05-04 14:03:48,0.0,2019-05-06 10:03:19,0.0,0.0,2019-05-06 10:03:19,0.0,2019-05-10 10:03:19,0.0,2019-05-31 10:03:19
1,2019-04-29 09:28:32,0,182,200,0,1,1,1,"['0', '1', '3']",2019-04-29 09:37:32,1.0,1.0,2019-04-29 10:23:32,0.0,2019-04-29 09:38:12,0.0,2019-04-30 12:23:57,1.0,2019-05-06 10:23:32,1.0,0.0,2019-05-08 10:23:32,0.0,2019-05-13 10:23:32,1.0,2019-05-17 10:23:32
1,2019-04-29 12:57:20,0,183,200,0,1,1,1,"['0', '1', '3']",2019-04-29 13:05:20,1.0,0.0,2019-04-29 13:49:20,1.0,2019-04-29 13:06:52,0.0,2019-04-29 15:49:35,0.0,2019-05-06 13:49:20,0.0,0.0,2019-05-07 13:49:20,0.0,2019-05-13 13:49:20,0.0,2019-05-29 13:49:20
1,2019-04-29 08:32:24,0,184,200,0,1,1,1,"['0', '1', '3']",2019-04-29 08:38:47,1.0,0.0,2019-04-29 08:51:47,1.0,2019-04-29 08:40:37,0.0,2019-05-03 08:52:04,0.0,2019-05-06 08:51:47,0.0,0.0,2019-05-08 08:51:47,0.0,2019-05-11 08:51:47,0.0,2019-05-16 08:51:47
1,2019-04-29 14:50:12,0,185,200,0,1,1,1,"['0', '1', '3']",2019-04-29 14:52:33,0.0,0.0,2019-04-29 15:38:33,0.0,2019-04-29 14:53:16,0.0,2019-04-30 16:38:43,0.0,2019-05-06 15:38:33,0.0,0.0,2019-05-06 15:38:33,0.0,2019-05-13 15:38:33,0.0,2019-05-19 15:38:33
1,2019-04-29 13:36:55,0,186,200,0,1,1,1,"['0', '1', '3']",2019-04-29 13:44:13,1.0,0.0,2019-04-29 14:19:13,0.0,2019-04-29 13:46:00,0.0,2019-05-05 18:19:29,0.0,2019-05-06 14:19:13,0.0,0.0,2019-05-07 14:19:13,0.0,2019-05-13 14:19:13,0.0,2019-05-25 14:19:13
1,2019-04-29 10:54:53,0,187,200,0,1,1,1,"['0', '1', '3']",2019-04-29 10:56:12,1.0,1.0,2019-04-29 11:03:12,0.0,2019-04-29 10:56:45,0.0,2019-05-02 15:03:38,1.0,2019-05-06 11:03:12,1.0,0.0,2019-05-08 11:03:12,0.0,2019-05-12 11:03:12,0.0,2019-05-29 11:03:12
1,2019-04-29 11:49:48,0,188,200,0,1,1,1,"['0', '1', '3']",2019-04-29 11:53:05,1.0,1.0,2019-04-29 11:55:05,0.0,2019-04-29 11:55:02,1.0,2019-04-30 14:55:20,0.0,2019-05-06 11:55:05,0.0,0.0,2019-05-06 11:55:05,0.0,2019-05-13 11:55:05,0.0,2019-06-05 11:55:05
1,2019-04-29 10:14:51,0,189,200,0,1,1,1,"['0', '1', '3']",2019-04-29 10:17:59,1.0,0.0,2019-04-29 10:17:59,1.0,2019-04-29 10:18:43,0.0,2019-04-30 14:18:25,0.0,2019-05-06 10:17:59,0.0,0.0,2019-05-06 10:17:59,0.0,2019-05-13 10:17:59,0.0,2019-06-02 10:17:59
1,2019-04-29 14:31:55,0,190,200,0,1,1,1,"['0', '1', '3']",2019-04-29 14:40:00,1.0,0.0,2019-04-29 15:00:00,0.0,2019-04-29 14:40:33,0.0,2019-04-30 17:00:06,0.0,2019-05-06 15:00:00,0.0,0.0,2019-05-06 15:00:00,0.0,2019-05-10 15:00:00,0.0,2019-05-14 15:00:00
1,2019-04-29 09:42:13,0,191,200,0,1,1,1,"['0', '1', '3']",2019-04-29 09:51:33,1.0,0.0,2019-04-29 10:06:33,1.0,2019-04-29 09:51:45,0.0,2019-05-04 10:06:47,0.0,2019-05-06 10:06:33,0.0,0.0,2019-05-07 10:06:33,0.0,2019-05-12 10:06:33,0.0,2019-05-18 10:06:33
1,2019-04-29 08:11:33,0,192,200,0,1,1,1,"['0', '1', '3']",2019-04-29 08:14:42,1.0,0.0,2019-04-29 08:28:42,1.0,2019-04-29 08:14:46,0.0,2019-05-01 12:29:09,0.0,2019-05-06 08:28:42,0.0,0.0,2019-05-08 08:28:42,0.0,2019-05-13 08:28:42,0.0,2019-05-23 08:28:42
1,2019-04-29 14:34:20,0,193,200,0,1,1,1,"['0', '1', '3']",2019-04-29 14:43:21,1.0,0.0,2019-04-29 15:39:21,1.0,2019-04-29 14:44:59,0.0,2019-05-02 19:39:45,0.0,2019-05-06 15:39:21,0.0,0.0,2019-05-07 15:39:21,0.0,2019-05-13 15:39:21,0.0,2019-05-14 15:39:21
1,2019-04-29 13:54:10,0,194,200,0,1,1,1,"['0', '1', '3']",2019-04-29 13:56:13,1.0,0.0,2019-04-29 13:57:13,0.0,2019-04-29 13:58:10,0.0,2019-04-30 17:57:16,0.0,2019-05-06 13:57:13,0.0,0.0,2019-05-08 13:57:13,0.0,2019-05-10 13:57:13,0.0,2019-06-05 13:57:13
1,2019-04-29 12:55:54,0,195,200,0,1,1,1,"['0', '1', '3']",2019-04-29 12:56:16,1.0,0.0,2019-04-29 13:30:16,1.0,2019-04-29 12:56:24,0.0,2019-04-29 13:30:38,0.0,2019-05-06 13:30:16,0.0,0.0,2019-05-08 13:30:16,0.0,2019-05-10 13:30:16,0.0,2019-05-28 13:30:16
1,2019-04-29 13:08:12,0,196,200,0,1,1,1,"['0', '1', '3']",2019-04-29 13:10:41,1.0,0.0,2019-04-29 14:01:41,1.0,2019-04-29 13:12:10,0.0,2019-05-01 16:01:50,0.0,2019-05-06 14:01:41,0.0,0.0,2019-05-07 14:01:41,0.0,2019-05-13 14:01:41,0.0,2019-05-15 14:01:41
1,2019-04-29 08:23:15,0,197,200,0,1,1,1,"['0', '1', '3']",2019-04-29 08:26:30,1.0,0.0,2019-04-29 09:17:30,0.0,2019-04-29 08:28:08,0.0,2019-05-01 11:17:56,0.0,2019-05-06 09:17:30,0.0,0.0,2019-05-07 09:17:30,0.0,2019-05-10 09:17:30,0.0,2019-06-02 09:17:30
1,2019-04-29 13:36:17,0,198,200,0,1,1,1,"['0', '1', '3']",2019-04-29 13:45:41,1.0,0.0,2019-04-29 14:37:41,1.0,2019-04-29 13:46:03,0.0,2019-05-04 17:38:03,0.0,2019-05-06 14:37:41,0.0,0.0,2019-05-06 14:37:41,0.0,2019-05-11 14:37:41,0.0,2019-05-31 14:37:41
1,2019-04-29 14:55:23,0,199,200,0,1,1,1,"['0', '1', '3']",2019-04-29 15:02:51,1.0,0.0,2019-04-29 15:30:51,1.0,2019-04-29 15:03:44,0.0,2019-05-02 19:31:02,0.0,2019-05-06 15:30:51,0.0,0.0,2019-05-07 15:30:51,0.0,2019-05-13 15:30:51,0.0,2019-05-16 15:30:51
1,2019-04-29 11:32:10,0,200,200,0,1,1,1,"['0', '1', '3']",2019-04-29 11:37:15,1.0,0.0,2019-04-29 11:37:15,0.0,2019-04-29 11:38:55,0.0,2019-05-04 12:37:44,0.0,2019-05-06 11:37:15,0.0,0.0,2019-05-07 11:37:15,0.0,2019-05-13 11:37:15,0.0,2019-06-01 11:37:15
1,2019-04-29 12:34:13,0,201,200,0,1,1,1,"['0', '1', '3']",2019-04-29 12:40:39,1.0,0.0,2019-04-29 13:31:39,1.0,2019-04-29 12:41:35,0.0,2019-05-02 17:31:42,0.0,2019-05-06 13:31:39,0.0,0.0,2019-05-08 13:31:39,0.0,2019-05-12 13:31:39,0.0,2019-05-22 13:31:39
1,2019-04-29 11:04:09,0,202,200,0,1,1,1,"['0', '1', '3']",2019-04-29 11:06:09,1.0,0.0,2019-04-29 11:30:09,0.0,2019-04-29 11:06:59,0.0,2019-05-01 11:30:18,0.0,2019-05-06 11:30:09,0.0,0.0,2019-05-06 11:30:09,0.0,2019-05-12 11:30:09,0.0,2019-06-01 11:30:09
1,2019-04-29 12:44:41,0,203,200,0,1,1,1,"['0', '1', '3']",2019-04-29 12:52:42,1.0,0.0,2019-04-29 13:29:42,0.0,2019-04-29 12:53:01,0.0,2019-05-03 17:29:46,0.0,2019-05-06 13:29:42,0.0,0.0,2019-05-08 13:29:42,0.0,2019-05-13 13:29:42,0.0,2019-05-14 13:29:42
1,2019-04-29 11:46:52,0,204,200,0,1,1,1,"['0', '1', '3']",2019-04-29 11:48:11,1.0,0.0,2019-04-29 11:54:11,1.0,2019-04-29 11:48:38,0.0,2019-05-04 14:54:33,0.0,2019-05-06 11:54:11,0.0,0.0,2019-05-06 11:54:11,0.0,2019-05-10 11:54:11,0.0,2019-05-18 11:54:11
1,2019-04-29 09:33:02,0,205,200,0,1,1,1,"['0', '1', '3']",2019-04-29 09:35:03,1.0,0.0,2019-04-29 10:16:03,1.0,2019-04-29 09:36:45,0.0,2019-05-04 14:16:12,0.0,2019-05-06 10:16:03,0.0,0.0,2019-05-08 10:16:03,0.0,2019-05-13 10:16:03,0.0,2019-06-01 10:16:03
1,2019-04-29 13:01:22,0,206,200,0,1,1,1,"['0', '1', '3']",2019-04-29 13:05:25,1.0,0.0,2019-04-29 14:01:25,1.0,2019-04-29 13:06:46,0.0,2019-05-05 17:01:34,0.0,2019-05-06 14:01:25,0.0,0.0,2019-05-08 14:01:25,0.0,2019-05-11 14:01:25,0.0,2019-05-28 14:01:25
1,2019-04-29 08:44:02,0,207,200,0,1,1,1,"['0', '1', '3']",2019-04-29 08:45:13,1.0,1.0,2019-04-29 09:21:13,0.0,2019-04-29 08:46:57,1.0,2019-05-04 11:21:25,0.0,2019-05-06 09:21:13,0.0,0.0,2019-05-06 09:21:13,0.0,2019-05-10 09:21:13,0.0,2019-05-15 09:21:13
1,2019-04-29 09:18:17,0,208,200,0,1,1,1,"['0', '1', '3']",2019-04-29 09:23:20,1.0,0.0,2019-04-29 10:15:20,1.0,2019-04-29 09:23:38,0.0,2019-05-05 12:15:30,0.0,2019-05-06 10:15:20,0.0,0.0,2019-05-07 10:15:20,0.0,2019-05-13 10:15:20,0.0,2019-06-02 10:15:20
1,2019-04-29 10:49:19,0,209,200,0,1,1,1,"['0', '1', '3']",2019-04-29 10:57:19,0.0,0.0,2019-04-29 11:51:19,0.0,2019-04-29 10:58:45,0.0,2019-05-01 14:51:45,0.0,2019-05-06 11:51:19,0.0,0.0,2019-05-08 11:51:19,0.0,2019-05-12 11:51:19,0.0,2019-05-16 11:51:19
1,2019-04-29 08:35:44,0,210,200,0,1,1,1,"['0', '1', '3']",2019-04-29 08:36:06,1.0,0.0,2019-04-29 09:23:06,1.0,2019-04-29 08:37:21,0.0,2019-04-30 10:23:16,0.0,2019-05-06 09:23:06,0.0,0.0,2019-05-08 09:23:06,0.0,2019-05-11 09:23:06,0.0,2019-05-31 09:23:06
1,2019-04-29 11:58:17,0,211,200,0,1,1,1,"['0', '1', '3']",2019-04-29 12:03:35,1.0,0.0,2019-04-29 12:43:35,1.0,2019-04-29 12:04:10,0.0,2019-05-05 16:43:43,0.0,2019-05-06 12:43:35,0.0,0.0,2019-05-06 12:43:35,0.0,2019-05-12 12:43:35,0.0,2019-06-01 12:43:35
1,2019-04-29 08:25:20,0,212,200,0,1,1,1,"['0', '1', '3']",2019-04-29 08:31:43,1.0,0.0,2019-04-29 09:20:43,0.0,2019-04-29 08:33:35,0.0,2019-04-30 13:21:04,0.0,2019-05-06 09:20:43,0.0,0.0,2019-05-07 09:20:43,0.0,2019-05-12 09:20:43,0.0,2019-05-28 09:20:43
1,2019-04-29 14:38:18,0,213,200,0,1,1,1,"['0', '1', '3']",2019-04-29 14:38:20,1.0,0.0,2019-04-29 15:12:20,0.0,2019-04-29 14:39:13,0.0,2019-05-03 18:12:43,0.0,2019-05-06 15:12:20,0.0,0.0,2019-05-08 15:12:20,0.0,2019-05-11 15:12:20,0.0,2019-05-17 15:12:20
1,2019-04-29 14:02:34,0,214,200,0,1,1,1,"['0', '1', '3']",2019-04-29 14:08:45,1.0,0.0,2019-04-29 14:13:45,1.0,2019-04-29 14:10:02,0.0,2019-05-01 15:13:58,0.0,2019-05-06 14:13:45,0.0,0.0,2019-05-06 14:13:45,0.0,2019-05-13 14:13:45,0.0,2019-05-25 14:13:45
1,2019-04-29 13:42:35,0,215,200,0,1,1,1,"['0', '1', '3']",2019-04-29 13:44:04,1.0,1.0,2019-04-29 13:55:04,0.0,2019-04-29 13:44:55,1.0,2019-05-02 13:55:15,0.0,2019-05-06 13:55:04,0.0,0.0,2019-05-06 13:55:04,0.0,2019-05-12 13:55:04,0.0,2019-05-23 13:55:04
1,2019-04-29 09:44:44,0,216,200,0,1,1,1,"['0', '1', '3']",2019-04-29 09:52:48,1.0,0.0,2019-04-29 10:25:48,0.0,2019-04-29 09:54:06,0.0,2019-05-05 12:25:50,0.0,2019-05-06 10:25:48,0.0,0.0,2019-05-07 10:25:48,0.0,2019-05-13 10:25:48,0.0,2019-05-30 10:25:48
1,2019-04-29 14:49:31,0,217,200,0,1,1,1,"['0', '1', '3']",2019-04-29 14:55:51,1.0,0.0,2019-04-29 15:49:51,1.0,2019-04-29 14:56:32,0.0,2019-05-03 15:49:57,0.0,2019-05-06 15:49:51,0.0,0.0,2019-05-08 15:49:51,0.0,2019-05-12 15:49:51,0.0,2019-05-29 15:49:51
1,2019-04-29 09:58:25,0,218,200,0,1,1,1,"['0', '1', '3']",2019-04-29 10:07:51,1.0,1.0,2019-04-29 11:02:51,0.0,2019-04-29 10:09:12,1.0,2019-04-30 14:03:19,0.0,2019-05-06 11:02:51,0.0,0.0,2019-05-08 11:02:51,0.0,2019-05-10 11:02:51,0.0,2019-05-25 11:02:51
1,2019-04-29 14:31:41,0,219,200,0,1,1,1,"['0', '1', '3']",2019-04-29 14:31:59,1.0,0.0,2019-04-29 15:14:59,1.0,2019-04-29 14:33:14,0.0,2019-05-03 16:15:11,0.0,2019-05-06 15:14:59,0.0,0.0,2019-05-08 15:14:59,0.0,2019-05-10 15:14:59,0.0,2019-05-26 15:14:59
1,2019-04-29 09:50:11,0,220,200,0,1,1,1,"['0', '1', '3']",2019-04-29 09:54:21,1.0,0.0,2019-04-29 10:05:21,1.0,2019-04-29 09:55:21,0.0,2019-05-04 11:05:44,0.0,2019-05-06 10:05:21,0.0,0.0,2019-05-08 10:05:21,0.0,2019-05-13 10:05:21,0.0,2019-05-20 10:05:21
1,2019-04-29 09:15:46,0,221,200,0,1,1,1,"['0', '1', '3']",2019-04-29 09:17:58,1.0,1.0,2019-04-29 09:43:58,0.0,2019-04-29 09:19:24,0.0,2019-05-01 12:43:59,1.0,2019-05-06 09:43:58,1.0,0.0,2019-05-08 09:43:58,1.0,2019-05-10 09:43:58,1.0,2019-06-01 09:43:58
1,2019-04-29 08:43:03,0,222,200,0,1,1,1,"['0', '1', '3']",2019-04-29 08:50:29,1.0,0.0,2019-04-29 09:00:29,1.0,2019-04-29 08:50:42,0.0,2019-04-29 13:00:30,0.0,2019-05-06 09:00:29,0.0,0.0,2019-05-06 09:00:29,0.0,2019-05-11 09:00:29,0.0,2019-05-27 09:00:29
1,2019-04-29 11:49:26,0,223,200,0,1,1,1,"['0', '1', '3']",2019-04-29 11:57:31,1.0,0.0,2019-04-29 12:44:31,1.0,2019-04-29 11:59:16,0.0,2019-05-04 15:44:56,0.0,2019-05-06 12:44:31,0.0,0.0,2019-05-07 12:44:31,0.0,2019-05-13 12:44:31,0.0,2019-05-31 12:44:31
1,2019-04-29 09:56:58,0,224,200,0,1,1,1,"['0', '1', '3']",2019-04-29 09:58:04,1.0,1.0,2019-04-29 10:37:04,0.0,2019-04-29 09:58:31,0.0,2019-05-01 12:37:13,1.0,2019-05-06 10:37:04,1.0,1.0,2019-05-06 10:37:04,1.0,2019-05-10 10:37:04,0.0,2019-05-19 10:37:04
1,2019-04-29 13:30:08,0,225,200,0,1,1,1,"['0', '1', '3']",2019-04-29 13:38:37,1.0,1.0,2019-04-29 14:00:37,0.0,2019-04-29 13:39:55,0.0,2019-05-05 17:00:56,1.0,2019-05-06 14:00:37,1.0,1.0,2019-05-07 14:00:37,1.0,2019-05-13 14:00:37,0.0,2019-06-03 14:00:37
1,2019-04-29 10:32:13,0,226,200,0,1,1,1,"['0', '1', '3']",2019-04-29 10:37:26,1.0,0.0,2019-04-29 11:04:26,0.0,2019-04-29 10:38:28,0.0,2019-05-03 15:04:38,0.0,2019-05-06 11:04:26,0.0,0.0,2019-05-08 11:04:26,0.0,2019-05-13 11:04:26,0.0,2019-06-05 11:04:26
